SRR1033783	SRR1033784	SRR1033785	SRR1033786	SRR1033787	SRR1033788	SRR1033789	SRR1033790	SRR1033791	SRR1033792	SRR1033793	SRR1033794	SRR1033795	SRR1033796
ENSMUSG00000085208	796	911	492	475	1459	1352	817	650	359	340	709	673	787	726
ENSMUSG00000018068	825	884	474	445	701	358	716	376	75	90	38	15	330	298
ENSMUSG00000034297	1511	2018	1992	1803	1954	807	1567	723	199	270	536	212	1456	1382
ENSMUSG00000088230	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020521	448	575	233	192	502	274	149	77	16	42	123	71	274	289
ENSMUSG00000020516	794	908	890	970	1079	517	860	365	134	201	139	44	797	798
ENSMUSG00000020513	75	84	34	29	123	117	146	112	103	109	18	23	62	59
ENSMUSG00000018171	782	688	736	608	883	1012	2213	1706	3773	3034	1320	720	1787	1984
ENSMUSG00000065455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083992	14	16	38	34	33	52	35	40	34	35	139	135	215	221
ENSMUSG00000072582	113	120	176	140	174	192	113	98	109	87	42	68	165	167
ENSMUSG00000047126	5083	6004	4220	7923	7052	4575	5246	3600	1333	1908	5734	2792	10584	9093
ENSMUSG00000018425	632	686	407	496	466	396	340	289	224	216	115	66	1764	1630
ENSMUSG00000018427	55	112	459	363	170	125	1469	651	1122	1230	73	54	657	685
ENSMUSG00000088816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061666	299	373	1354	1107	683	642	635	525	341	377	92	55	406	314
ENSMUSG00000085991	2	0	0	0	0	3	1	1	0	0	0	0	1	3
ENSMUSG00000020495	271	263	283	313	211	391	151	275	75	123	244	165	218	182
ENSMUSG00000082507	4	2	1	0	7	2	1	3	0	0	2	0	1	0
ENSMUSG00000020493	71	133	58	36	213	128	85	62	29	20	16	1	75	73
ENSMUSG00000020492	137	144	273	208	423	239	266	119	76	53	7	5	144	149
ENSMUSG00000065589	0	1	3	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085310	49	59	89	63	149	74	93	32	28	20	11	2	59	53
ENSMUSG00000018548	984	1122	1654	2159	1245	1110	510	370	234	431	201	134	603	604
ENSMUSG00000046442	390	554	3174	2745	967	575	374	190	89	152	63	35	43	33
ENSMUSG00000080976	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088001	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007646	14	26	31	49	87	51	30	8	1	7	7	20	58	48
ENSMUSG00000010342	13	17	9	11	0	10	4	1	1	0	10	4	9	10
ENSMUSG00000095969	11	3	0	2	1	2	2	6	1	0	5	3	4	3
ENSMUSG00000096205	2	1	0	0	1	0	0	1	0	0	2	0	1	0
ENSMUSG00000105025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088184	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090107	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000020486	847	382	142	107	374	382	8769	7318	22525	17679	82	109	4241	4503
ENSMUSG00000018401	924	1195	1165	1472	727	817	1032	1007	414	606	431	313	482	427
ENSMUSG00000070345	2	6	7	7	2	0	6	1	1	5	1	0	0	3
ENSMUSG00000034177	45	49	20	26	1810	1443	624	524	86	79	20	1	1	1
ENSMUSG00000087792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085972	0	0	0	2	15	7	4	4	1	3	1	0	0	0
ENSMUSG00000020485	172	222	439	346	276	445	352	432	328	379	460	491	747	781
ENSMUSG00000084796	0	0	1	0	19	14	1	0	0	0	505	444	0	2
ENSMUSG00000065420	2	2	1	0	3	6	0	0	0	0	161	78	0	0
ENSMUSG00000105196	0	0	0	0	2	0	0	0	0	0	70	45	0	0
ENSMUSG00000034156	1559	1338	3099	2429	2789	2238	1071	1112	2257	1948	190	330	4	11
ENSMUSG00000009350	0	1	1	0	0	0	0	0	0	0	6	13	0	0
ENSMUSG00000085872	1	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000009356	86	60	13	24	179	218	39	25	18	24	0	4	4	8
ENSMUSG00000034121	364	280	75	66	163	150	152	151	88	77	75	70	51	47
ENSMUSG00000052234	5	1	0	3	0	0	0	0	0	0	9	7	0	1
ENSMUSG00000093839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020483	660	809	8351	6005	2643	3052	13374	13259	7981	6862	1716	1585	613	572
ENSMUSG00000086193	321	351	418	311	393	153	268	122	33	51	48	54	109	133
ENSMUSG00000096983	7	9	30	15	29	24	14	18	3	11	9	2	5	5
ENSMUSG00000018379	2835	3711	5169	3690	4216	1541	2438	1122	538	489	361	266	1144	1205
ENSMUSG00000087373	20	12	34	32	14	4	5	9	0	0	2	6	0	4
ENSMUSG00000018377	997	1582	1229	1197	2148	1794	1201	1185	340	391	270	133	735	782
ENSMUSG00000018378	1596	1431	1191	1065	1418	1697	778	895	1207	1130	33	44	144	119
ENSMUSG00000023723	213	222	474	391	338	446	293	353	320	281	255	240	408	513
ENSMUSG00000108634	1	1	82	54	8	17	3	9	7	6	0	0	0	1
ENSMUSG00000034031	0	0	0	3	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000081304	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069769	3946	5638	7379	6750	1118	671	1469	793	327	301	262	155	1161	1078
ENSMUSG00000092985	23	39	38	53	1	1	4	0	0	2	0	0	3	4
ENSMUSG00000085246	76	138	243	236	19	6	17	8	1	4	4	3	9	17
ENSMUSG00000084411	3	5	8	2	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000087574	551	640	139	113	43	13	39	14	11	7	8	11	4	22
ENSMUSG00000085646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018428	452	413	728	666	531	555	461	522	268	295	178	235	433	458
ENSMUSG00000092399	4	0	3	2	2	0	3	0	1	0	0	1	0	0
ENSMUSG00000065012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087338	68	56	51	24	70	77	25	20	5	7	287	221	35	50
ENSMUSG00000000278	407	460	368	305	493	533	126	149	71	95	2518	1557	429	410
ENSMUSG00000057534	0	0	0	0	0	0	0	0	0	0	0	0	3	3
ENSMUSG00000033983	137	136	317	218	280	393	106	231	25	36	65	51	108	96
ENSMUSG00000081766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085152	0	0	0	0	0	0	1	0	0	0	0	0	10	21
ENSMUSG00000000275	186	172	74	61	499	392	171	140	22	21	508	206	2730	2542
ENSMUSG00000000276	328	315	726	608	411	257	336	310	80	116	16	7	979	942
ENSMUSG00000063109	2	1	7	1	9	11	0	0	2	1	0	0	21	18
ENSMUSG00000072553	0	0	0	0	1	0	0	1	0	0	1	0	8	12
ENSMUSG00000088798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089485	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048616	166	208	66	46	127	133	25	12	3	3	0	6	10	4
ENSMUSG00000085798	8	11	1	0	4	2	0	0	0	0	0	1	0	0
ENSMUSG00000047773	1	15	17	25	115	95	20	37	1	2	0	0	2	0
ENSMUSG00000020553	12	6	4	1	16	8	8	8	4	8	99	116	16	11
ENSMUSG00000069763	689	781	31	65	2157	2274	457	346	11	33	172	156	126	141
ENSMUSG00000085074	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110344	46	82	109	87	31	61	11	18	6	5	51	20	86	107
ENSMUSG00000109967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003948	809	1186	1260	942	551	592	121	133	65	196	178	127	1401	1320
ENSMUSG00000003949	970	975	356	269	1174	761	222	178	28	90	95	99	58	50
ENSMUSG00000020546	519	516	164	303	591	371	323	189	44	72	31	14	143	116
ENSMUSG00000083268	0	0	1	3	1	0	0	2	0	1	0	0	0	3
ENSMUSG00000081043	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020544	224	201	243	179	187	200	101	101	31	51	27	36	74	85
ENSMUSG00000020541	1416	1306	460	607	508	390	142	150	40	73	135	122	96	96
ENSMUSG00000088020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083764	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046755	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081363	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000081141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087810	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056158	40	28	2253	2179	328	399	70	55	14	23	18	13	4	7
ENSMUSG00000064743	0	0	3	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054079	373	392	351	393	390	294	254	207	89	85	179	124	491	485
ENSMUSG00000059474	799	1023	880	838	1015	488	779	374	146	181	188	101	1505	1379
ENSMUSG00000020857	22	15	35	34	21	16	11	21	16	16	20	5	41	29
ENSMUSG00000091228	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037601	124	110	678	526	335	531	442	615	219	261	246	172	290	337
ENSMUSG00000020859	15279	15961	3785	6315	11885	4783	7689	3423	2316	2626	983	424	6349	5938
ENSMUSG00000081604	152	200	468	316	326	610	360	612	419	401	669	869	2009	1689
ENSMUSG00000086003	3	6	7	0	5	0	6	16	36	35	1	0	1	2
ENSMUSG00000037573	2451	3624	2113	1494	966	631	792	703	264	454	102	49	1519	1410
ENSMUSG00000044177	3	15	18	15	2	4	2	3	13	9	2	2	4	0
ENSMUSG00000109265	0	1	1	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000094091	0	0	2	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020863	3885	3968	2910	3800	3560	639	1982	648	264	304	275	394	521	590
ENSMUSG00000020864	1369	1129	693	598	1142	1158	2456	2239	3569	2470	863	790	1305	1301
ENSMUSG00000020865	2	9	4	7	171	80	4	13	8	17	3845	4395	17	19
ENSMUSG00000020866	100	159	2114	1239	962	1208	328	402	5	84	70	60	7	6
ENSMUSG00000020867	2	2	10	6	5	7	0	1	0	0	0	0	3	0
ENSMUSG00000010080	3	6	13	15	3	4	1	0	0	2	6	7	1	1
ENSMUSG00000039110	4	25	7	10	4	3	3	5	0	3	8	1	5	3
ENSMUSG00000039096	363	367	174	126	192	180	92	107	24	17	33	43	50	48
ENSMUSG00000076435	1431	1311	90	120	120	65	7	9	32	46	162	144	316	293
ENSMUSG00000039084	28	26	2	0	1	0	0	0	0	0	18	11	15	9
ENSMUSG00000082945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020869	895	1028	1696	1500	1108	1757	991	1512	516	610	1863	1571	2469	2412
ENSMUSG00000039055	113	156	218	194	171	250	140	171	74	134	229	174	315	274
ENSMUSG00000024414	191	196	350	327	292	449	265	301	291	298	171	124	585	587
ENSMUSG00000020868	601	542	457	318	662	1074	336	433	196	196	335	438	625	600
ENSMUSG00000085051	1	2	6	1	3	0	0	0	0	0	0	0	1	0
ENSMUSG00000056008	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000020870	1	0	3	1	2	3	4	3	7	8	8	6	0	1
ENSMUSG00000075611	0	0	0	0	3	0	1	1	3	1	25	21	0	0
ENSMUSG00000075610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001506	97	48	305	214	954	2409	1	5	4	58	30	46	45	40
ENSMUSG00000089404	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000001508	9	5	3	0	1	1	0	0	0	1	1	0	2	2
ENSMUSG00000038994	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000038976	2070	1573	3925	2684	2664	4634	2049	2704	5146	4766	5539	7098	1846	1718
ENSMUSG00000047181	538	669	3224	2121	988	1592	370	465	71	161	102	113	36	26
ENSMUSG00000038967	686	615	568	493	581	701	1242	1345	1228	1127	200	228	250	251
ENSMUSG00000087630	4	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001507	55	46	679	499	168	294	98	136	9	19	6	12	488	415
ENSMUSG00000001510	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000020871	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086552	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085992	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000020872	3	1	4	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000038909	645	790	1012	1376	1040	1372	812	1399	544	827	1098	815	1287	1081
ENSMUSG00000085143	1	2	1	0	4	0	3	2	1	0	1	0	4	3
ENSMUSG00000085509	19	16	6	5	4	6	6	11	3	5	9	1	1	0
ENSMUSG00000038893	363	330	70	60	148	136	90	94	41	47	88	139	15	18
ENSMUSG00000101258	53	49	8	10	20	10	15	10	4	4	16	18	2	5
ENSMUSG00000020873	1105	1203	744	599	986	1103	1030	1176	670	651	482	339	1187	1147
ENSMUSG00000057522	1093	1158	2168	2713	1413	811	3344	1339	2997	2265	616	313	1566	1409
ENSMUSG00000083208	0	0	3	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000046719	8	7	912	472	17	18	7	3	17	42	20	20	9	8
ENSMUSG00000000120	6	13	117	124	10	23	5	1	11	11	0	2	2	3
ENSMUSG00000084856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038845	369	371	649	516	622	1091	464	708	415	394	448	450	963	1187
ENSMUSG00000097176	3	0	1	3	1	0	0	1	0	0	0	0	0	0
ENSMUSG00000045075	2	0	1	0	2	0	0	3	0	0	8	18	4	7
ENSMUSG00000086191	5	1	12	17	17	42	11	11	19	19	46	63	9	7
ENSMUSG00000075595	823	890	1050	875	1505	951	1329	896	856	752	3043	3168	555	490
ENSMUSG00000075596	2	3	10	3	5	0	4	1	1	0	1	0	2	2
ENSMUSG00000082981	1	0	1	3	1	0	1	0	0	0	0	0	0	1
ENSMUSG00000050860	2	3	5	3	5	14	13	10	60	33	40	30	14	8
ENSMUSG00000018381	17	20	34	33	278	209	113	106	486	412	3540	4376	189	170
ENSMUSG00000038811	4	2	0	2	94	44	11	7	11	26	1495	1661	128	131
ENSMUSG00000085578	2	5	7	3	9	7	1	4	0	2	4	8	12	18
ENSMUSG00000086015	3	5	6	1	5	1	4	3	1	2	17	9	17	21
ENSMUSG00000013418	4	7	1	3	12	4	3	1	0	2	21	6	2	2
ENSMUSG00000086255	0	0	0	0	2	1	0	0	0	0	4	2	2	0
ENSMUSG00000088854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013415	1	3	42	25	1	1	0	0	0	0	0	0	1	1
ENSMUSG00000093358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099928	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014351	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000098425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006058	267	262	373	347	407	557	448	573	512	428	375	404	458	449
ENSMUSG00000014349	492	515	1440	990	618	889	395	504	340	368	1112	1244	1478	1406
ENSMUSG00000006057	243	202	790	531	378	558	399	603	461	524	375	363	545	572
ENSMUSG00000064795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038756	1	20	2	1	3	1	0	1	0	0	0	0	0	1
ENSMUSG00000086337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049604	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083337	1	2	7	6	1	7	5	9	5	1	10	14	24	22
ENSMUSG00000078706	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000065546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020875	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000056648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038692	1	0	0	0	1	0	0	0	0	0	9	10	1	1
ENSMUSG00000048763	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSMUSG00000075589	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075588	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000018973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075587	1	1	1	0	0	0	0	0	1	0	1	0	0	2
ENSMUSG00000075586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057058	0	0	16	16	1	0	0	0	0	2	9	10	3	6
ENSMUSG00000097289	0	0	7	4	0	0	0	0	0	2	6	4	2	0
ENSMUSG00000085242	77	78	77	60	71	84	72	70	68	77	45	61	54	59
ENSMUSG00000020876	439	407	390	323	327	421	368	457	347	378	289	218	333	320
ENSMUSG00000018666	711	962	1084	792	928	494	675	364	240	199	259	165	641	701
ENSMUSG00000081249	10	11	7	10	5	8	5	1	0	3	0	1	16	9
ENSMUSG00000038615	1550	1575	4627	3387	1456	1904	1159	1179	957	1014	1620	1502	2495	2310
ENSMUSG00000018672	59	53	21	31	39	27	7	13	8	9	106	114	168	186
ENSMUSG00000065515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087117	3	5	2	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000083651	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018669	665	559	435	552	580	798	482	639	549	532	1306	1467	451	432
ENSMUSG00000078700	79	71	291	252	148	172	123	160	84	96	442	500	124	94
ENSMUSG00000085307	0	1	7	7	0	1	2	1	0	1	0	0	1	0
ENSMUSG00000047040	0	0	13	3	1	0	0	0	0	0	5	0	2	0
ENSMUSG00000018659	13	17	354	263	157	139	59	84	18	66	763	951	127	158
ENSMUSG00000018678	156	241	260	251	248	300	186	262	165	180	372	269	279	243
ENSMUSG00000038560	75	54	10	11	17	4	6	3	6	1	6	7	7	5
ENSMUSG00000087067	73	49	14	13	9	8	4	1	2	3	9	12	4	6
ENSMUSG00000020877	155	131	58	45	134	237	70	88	42	38	68	74	117	116
ENSMUSG00000020878	6	10	9	4	8	8	8	5	4	9	0	0	17	9
ENSMUSG00000081860	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001445	273	244	386	248	362	496	326	362	481	488	270	276	339	420
ENSMUSG00000085262	102	78	135	88	124	149	94	104	174	142	102	73	128	106
ENSMUSG00000038534	503	383	232	260	241	272	410	395	425	459	204	214	168	182
ENSMUSG00000098769	2	2	2	1	0	0	3	1	1	0	0	0	0	0
ENSMUSG00000084068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001444	5	2	2	7	6	7	1	5	0	0	6	4	1	2
ENSMUSG00000084368	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000038517	1445	1218	887	756	637	659	346	419	94	115	1160	1384	1378	1183
ENSMUSG00000099286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001440	2405	2890	2368	3002	3206	3078	4015	3522	1931	2099	2369	1562	3523	3371
ENSMUSG00000084936	212	307	237	371	340	298	345	313	172	166	189	147	349	286
ENSMUSG00000001441	2041	2059	2869	2521	1535	1534	1020	862	495	503	482	394	528	525
ENSMUSG00000086680	75	61	81	65	39	36	31	41	14	23	9	11	27	10
ENSMUSG00000018882	228	213	276	237	273	378	177	183	146	150	129	143	233	261
ENSMUSG00000081958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070337	168	133	12	15	8	7	1	1	0	0	3	4	0	1
ENSMUSG00000038485	875	993	2312	1765	848	1067	721	905	259	372	829	707	387	370
ENSMUSG00000049807	1289	1109	2541	2175	613	730	5050	3345	4413	4609	286	192	615	499
ENSMUSG00000047988	178	132	362	329	53	102	590	408	444	513	39	25	82	58
ENSMUSG00000038453	109	220	4750	3106	201	623	7599	5760	9471	7951	278	335	31	21
ENSMUSG00000087042	9	20	86	84	4	3	335	142	142	142	3	9	3	0
ENSMUSG00000085860	0	2	0	1	0	0	3	4	1	1	0	0	0	0
ENSMUSG00000043439	277	310	174	132	114	237	105	158	125	154	388	353	122	123
ENSMUSG00000085586	6	3	3	2	1	0	1	1	0	0	4	2	6	23
ENSMUSG00000093004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038437	868	1165	1769	1572	1102	1177	1066	907	881	866	3287	2497	478	482
ENSMUSG00000098881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078695	86	106	104	103	87	103	199	235	199	168	120	95	58	81
ENSMUSG00000018537	209	353	967	805	347	315	137	107	10	15	65	51	170	162
ENSMUSG00000069744	286	338	687	521	488	823	598	866	554	582	646	728	1332	1361
ENSMUSG00000018547	647	682	3342	2196	942	1422	738	785	527	520	997	1020	392	440
ENSMUSG00000085145	3	3	3	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000098919	1	3	1	1	2	0	0	0	1	0	0	0	1	0
ENSMUSG00000018541	609	800	845	748	309	422	263	422	166	204	381	223	379	344
ENSMUSG00000084168	3	6	16	15	6	8	8	9	9	7	8	9	20	24
ENSMUSG00000018543	4	3	3	5	0	1	42	33	28	40	2	0	11	12
ENSMUSG00000071415	588	744	1746	1752	1774	1861	1323	1214	1361	1300	3236	2449	6325	7194
ENSMUSG00000098813	2	8	5	4	5	0	3	0	0	0	11	2	8	2
ENSMUSG00000064901	2	4	4	1	6	0	5	0	0	0	1	0	17	11
ENSMUSG00000038366	1968	2044	2417	1714	2570	3719	650	850	224	571	7351	7168	1533	1275
ENSMUSG00000050538	29	37	167	130	168	161	73	86	35	39	10	11	7	6
ENSMUSG00000070336	4	0	4	0	4	1	1	0	0	1	0	0	4	2
ENSMUSG00000086917	0	0	1	0	0	0	0	2	0	0	0	0	0	1
ENSMUSG00000017417	8	9	171	160	75	85	4	1	6	15	439	537	192	209
ENSMUSG00000093013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082715	1	0	2	2	0	1	1	0	0	0	0	1	0	4
ENSMUSG00000038352	47	55	15	15	76	58	9	20	2	2	1170	759	182	225
ENSMUSG00000020882	1094	853	1279	1087	330	438	130	135	73	122	103	109	17	23
ENSMUSG00000086716	6	3	6	4	5	8	5	3	1	3	0	0	0	2
ENSMUSG00000017404	832	904	1824	1893	2119	4035	2177	4254	3666	3079	6742	6419	9041	9704
ENSMUSG00000098992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017400	3	8	139	111	23	76	17	18	97	121	56	70	11	8
ENSMUSG00000084079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020883	1019	1056	1021	963	649	492	530	336	270	358	586	330	616	589
ENSMUSG00000084896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018160	991	1100	955	1003	983	680	742	670	102	164	485	238	1008	756
ENSMUSG00000085897	0	0	2	0	1	1	1	0	0	0	0	0	1	0
ENSMUSG00000003119	724	710	491	570	537	277	430	278	80	108	256	154	793	627
ENSMUSG00000098827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093176	7	1	0	2	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093673	2	0	5	4	0	0	1	1	0	0	0	0	1	2
ENSMUSG00000038255	1	6	362	252	12	26	0	3	6	29	27	38	3	6
ENSMUSG00000061718	23	20	305	192	68	147	8	22	43	111	96	107	27	19
ENSMUSG00000085944	5	4	108	76	17	45	4	8	14	28	25	33	8	10
ENSMUSG00000018167	458	521	323	205	541	794	632	705	1172	1076	2418	3074	1168	1149
ENSMUSG00000007877	3	5	13	0	4	5	0	0	1	5	5	24	3	3
ENSMUSG00000038216	0	0	4	3	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000038208	79	79	141	102	131	200	66	96	42	81	88	165	100	100
ENSMUSG00000062312	654	827	44	50	23	14	3	5	3	6	2	3	222	235
ENSMUSG00000089223	6	4	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002580	115	125	445	338	298	449	504	672	856	767	272	307	373	428
ENSMUSG00000084835	115	112	382	291	266	406	443	583	836	616	209	272	343	362
ENSMUSG00000019312	0	6	16	2	0	1	1	0	0	2	3	7	381	322
ENSMUSG00000018168	2	0	1	0	2	0	0	1	0	1	25	9	7	1
ENSMUSG00000084621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
